simbolo,descripcion,moneda,mercado,pais,paneles,visto_desde
SNEBC,On San Miguel S.13 Cl.B 14/07/29 Usdc,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SNEBD,On San Miguel S.13 Cl.B 14/07/29 Usd Mep,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SNEBO,On San Miguel S.13 Cl.B 14/07/29,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SNOW,Cedear Snowflake Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SNOWC,Cedear Snowflake Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SNOWD,Cedear Snowflake Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SNSBD,On Sami Clase Xi Hard Dolar Vt 14/10/26,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SNSBO,On Sami Clase Xi Hard Dolar Vt 14/10/26,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SNSDD,On San Miguel S.12 V06/02/27 U$S,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SNSDO,On San Miguel S.12 V06/02/27,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SONY,Cedear Sony Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SONYD,Cedear Sony Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPCE,Cedear Virgin Galactic Holdings Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPCED,Cedear Virgin Galactic Holdings Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPCX,Cedear Space Exploration Technologies Corp,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPCXD,Cedear Space Exploration Technologies Corp,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPGI,Cedear S&P Global Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPGIC,Cedear S&P Global Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPGID,Cedear S&P Global Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPHQ,CEDEAR INVERSCO S&P 500 QUALITY ETF,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPHQD,Cedear Inversco S&P 500 Quality Etf,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPOT,Cedear Spotify Technology,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPOTC,Cedear Spotify Technology,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPOTD,Cedear Spotify Technology,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPXL,Cedear Direxion Daily S&P 500,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPXLC,Cedear Direxion Daily S&P 500,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPXLD,Cedear Direxion Daily S&P 500,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPY,Cedear Spdr S&P 500,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPYC,Cedear Spdr S&P 500,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SPYD,Cedear Spdr S&P 500,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SS6C,Letra Tesoro Nacional Capi 30/09/26 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
SS6D,Letra Tesoro Nacional Capi 30/09/26 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
STCFC,On Grupo St Cl.14 18/02/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
STCFD,On Grupo St Cl.14 18/02/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
STCFO,On Grupo St Cl.14 18/02/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
STCGC,On Grupo St Cl.15 18/02/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
STCGD,On Grupo St Cl.15 18/02/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
STCGO,On Grupo St Cl.15 18/02/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
STCHC,On Grupo St Cl.16 21/01/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
STCHD,On Grupo St Cl.16 21/01/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
STCHO,On Grupo St Cl.16 21/01/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
STLA,Cedear Stellantis Nv,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
STLAC,Cedear Stellantis Nv,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
STLAD,Cedear Stellantis Nv,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
STNE,Cedear Stoneco Ltd,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
STNEC,Cedear Stoneco Ltd,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
STNED,Cedear Stoneco Ltd,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SUPV,Grupo Supervielle S.A.,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
SUPVD,Grupo Supervielle S.A.,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
SUZ,Cedear Suzano Papel E Celulose,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SUZB3,CEDEAR SUZANO S.A,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SUZD,Cedear Suzano Papel E Celulose,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SWKS,Cedear Skyworks Solutions Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SWKSD,Cedear Skyworks Solutions Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SXC3C,On Mercado Pago Servicios De Procesamiento Cl.3 23,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SXC3D,On Mercado Pago Servicios De Procesamiento Cl.3 23,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SXC3O,On Mercado Pago Servicios De Procesamiento Cl.3 23/02/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SXC4C,On Mercado Pago Servicios De Procesamiento Cl.4 01,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SXC4D,On Mercado Pago Servicios De Procesamiento Cl.4 01,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SXC4O,On Mercado Pago Servicios De Procesamiento Cl.4 01/09/26 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SXC5O,On Mercado Pago Servicios De Procesamiento Cl.5 18/11/26 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SXC6C,On Mercado Pago Servicios De Procesamiento Cl.6 18,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
SYY,Cedear Sysco Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
SYYD,Cedear Sysco Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
T,Cedear At & T Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
T15E7,BONO TESORO NAC CAP V.15/01/27  $ CG,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
T30A7,BONO TESORO NAC CAP V.30/04/27,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
T30J7,BONO TESORO NACIONAL CAPITALIZABLE 30/06/27 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
T31Y7,BONO TESORO NACIONAL CAPITALIZABLE 31/05/27 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
T641D,On Tarj Nara Cl.64 S.1 V30/04/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T641O,On Tarj Nara Cl.64 S.1 V30/04/27 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T661O,On Tarjeta Naranja Cl.66 S.1 30/11/2026 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T662C,On Tarjeta Naranja Cl.66 S.2 31/08/2026 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T662D,On Tarjeta Naranja Cl.66 S.2 31/08/2026 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T662O,On Tarjeta Naranja Cl.66 S.2 31/08/2026 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T671C,On Tarjeta Naranja Cl.67 S.1 22/05/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T671D,On Tarjeta Naranja Cl.67 S.1 22/05/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T671O,On Tarjeta Naranja Cl.67 S.1 22/05/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T672C,On Tarjeta Naranja Cl.67 S.2 22/02/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T672D,On Tarjeta Naranja Cl.67 S.2 22/02/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T672O,On Tarjeta Naranja Cl.67 S.2 22/02/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T673C,On Tarjeta Naranja Cl.67 S.3 22/11/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T673D,On Tarjeta Naranja Cl.67 S.3 22/11/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
T673O,On Tarjeta Naranja Cl.67 S.3 22/11/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TA7C,BONO TESORO NACIONAL CAPITALIZABLE 30/04/27 $ USDC,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TA7D,BONO TESORO NACIONAL CAPITALIZABLE 30/04/27 $ USD,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TC,Cedear At & T Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TCOM,Cedear Ctrip.Com International,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TCOMD,Cedear Ctrip.Com International,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TD,Cedear At & T Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TEAM,Cedear Atlassian Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TEAMD,Cedear Atlassian Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TECO2,Telecom Argentina,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
TECOD,Telecom Argentina,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
TEM,Cedear Tempus Ai Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TEMD,Cedear Tempus Ai Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TEN,Cedear Tenaris S.A. (Ads),AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TENC,Cedear Tenaris S.A. (Ads),US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TEND,Cedear Tenaris S.A. (Ads),US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TFU27,Bono Tierra del Fuego USD 8.95% v27,AR$,BCBA,argentina,Bonos/Provinciales en dólares | Bonos/Todos,2026-08-29
TGN4D,Transportadora Gas Del Norte,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
TGNO4,Transportadora Gas del Norte,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
TGSU2,Transportadora Gas del Sur,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
TGSUD,Transportadora Gas Del Sur,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
TGT,Cedear Target Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TGTC,Cedear Target Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TGTD,Cedear Target Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TIMB,Cedear Tim Participacoes S.A.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TIMBD,Cedear Tim Participacoes S.A.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TIMS3,Cedear Tim S.A.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TJ7D,BONO TESORO NACIONAL CAPITALIZABLE 30/06/2027 MEP,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TJX,Cedear Tjx Companies Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TJXD,Cedear Tjx Companies Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TLCDD,On Telecom Arg Cl.12 V.09/03/27 U$S C.G,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCDO,On Telecom Arg Cl.12 V.09/03/27 U$S C.G,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCFC,On Telecom Cl. 14 Vto 10-02-28,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCFD,On Telecom Cl. 14 Vto 10-02-28,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCFO,On Telecom Cl. 14 Vto 10-02-28,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCKO,On Telecom Cl.19 Vto. 17/11/26 U$S,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCMC,"On Telecom Argentina 9,5% Vto. 18/7/31",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCMD,"On Telecom Argentina 9,5% Vto. 18/7/31",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCMO,"On Telecom Argentina 9,5% Vto. 18/7/31",AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCOD,On Telecom Clase 23 Vto. 28/11/28 U$S,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCOO,On Telecom Clase 23 Vto. 28/11/28 U$S,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCPC,On Telecom Argentina Sa Regs 9.25% V. 28/05/33,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCPD,On Telecom Argentina Sa Regs 9.25% V. 28/05/33,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCPO,On Telecom Argentina Sa Regs 9.25% V. 28/05/33,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCQC,On Telecom Cl.25 02/07/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCQD,On Telecom Cl.25 02/07/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCQO,On Telecom Cl.25 02/07/27 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCTC,"On Telecom Argentina S 8,5 % Vto. 20/01/36",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCTD,"On Telecom Argentina S 8,5 % Vto. 20/01/36",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCTO,"On Telecom Argentina S 8,5 % Vto. 20/01/36",AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCUC,On Telecom Argentina Cl.28 05/03/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCUD,On Telecom Argentina Cl.28 05/03/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCUO,On Telecom Argentina Cl.28 05/03/29 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCVD,On Telecom Argentina Cl.29 29/05/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCVO,On Telecom Argentina Cl.29 29/05/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCWC,On Telecom Argentina Cl.30 29/05/30 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCWD,On Telecom Argentina Cl.30 29/05/30 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TLCWO,On Telecom Argentina Cl.30 29/05/30 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TM,Cedear Toyota Motor Corp.Adr,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TMC,Cedear Toyota Motor Corp.Adr,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TMD,Cedear Toyota Motor Corp.Adr,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TMF27,BONO TESORO NACIONAL TAMAR 26/02/2027 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TMF28,BONO TESORO NACIONAL TAMAR 25/02/28 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TMF7C,BONO TESORO NACIONAL TAMAR 26/02/27 $ USDC,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TMF7D,BONO TESORO NACIONAL TAMAR 26/02/27 $ USD MEP,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TMG27,BONO TESORO NACIONAL TAMAR 31/08/27 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TMG28,BONO TESORO NACIONAL TAMAR 31/08/28 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TML27,BONO TESORO NACIONAL TAMAR 30/07/27 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TMO,Cedear Thermo Fisher Scientific Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TMOD,Cedear Thermo Fisher Scientifi,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TMUS,Cedear T-Mobile Us Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TMUSC,Cedear T-Mobile Us Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TMUSD,Cedear T-Mobile Us Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TMVE8,BONO TESORO NACIONAL MONEDA DUAL 31/01/28 USD,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TO26,"BONOS DEL TESORO NAC. ARS 15,5% v2026",AR$,BCBA,argentina,Bonos/Soberanos en pesos a tasa fija | Bonos/Todos,2026-08-29
TO26C,BONO TESORO NAC. ARS VTO 17/10/26,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TO26D,BONO TESORO NAC. ARS VTO 17/10/26,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TQQQ,Cedear Proshares Ultrapro Qqq Etf,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TQQQC,Cedear Proshares Ultrapro Qqq Etf Usdc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TQQQD,CEDEAR PROSHARES ULTRAPRO QQQ ETF USD,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TRAN,Transener,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
TRAND,Transener,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
TRIP,"Cedear Tripadvisor, Inc.",AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TRIPC,"Cedear Tripadvisor, Inc.",US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TRIPD,"Cedear Tripadvisor, Inc.",US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TRVV,Cedear Travelers Cos. Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TRVVD,Cedear Travelers Cos. Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TSC3D,On Transportadora Gas Del Sur 8.5 Vto. 24/07/31,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TSC3O,On Transportadora Gas Del Sur 8.5 Vto. 24/07/31,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TSC4C,On Tran. De Gas Del Sur 7.75 20/11/35,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TSC4D,On Tran. De Gas Del Sur 7.75 20/11/35,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TSC4O,On Tran. De Gas Del Sur 7.75 20/11/35,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TSLA,"Cedear Tesla, Inc.",AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TSLAC,"Cedear Tesla, Inc.",US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TSLAD,"Cedear Tesla, Inc.",US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TSM,Cedear Taiwan Semic. Manuf.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TSMC,Cedear Taiwan Semic. Manuf.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TSMD,Cedear Taiwan Semic. Manuf.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TTC8D,On Tecpetrol Cl.8 V.24/10/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTC8O,On Tecpetrol S.A. Cl.8 U$S Vto. 24/10/27,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTC9D,On Tecpetrol Cl.9 V.24/10/29 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTC9O,On Tecpetrol S.A. Cl.9 U$S Vto. 24/10/29,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCAD,On Tecpetrol S.A. 7.625% V 22/01/33 Regs,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCAO,On Tecpetrol S.A. 7.625% V 22/01/33 Regs,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCBC,On Tecpetrol Cl. 11 16/10/2027 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCBD,On Tecpetrol Cl. 11 16/10/2027 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCBO,On Tecpetrol Cl. 11 16/10/2027 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCDD,On Tecpetrol S. A. Cl. Xii Vto. 03/11/30,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCDO,On Tecpetrol S. A. Cl. Xii Vto. 03/11/30,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCEC,On Tecpetrol Cl.13 21/05/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCED,On Tecpetrol Cl.13 21/05/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTCEO,On Tecpetrol Cl.13 21/05/29 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
TTD26,BONO NACION TASA DUAL 15/12/26,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TTD6C,BONO NACION TASA DUAL 15/12/26 $ CG,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TTD6D,BONO NACION TASA DUAL 15/12/26 $ CG,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TTE,Cedear Totalenergies  Se.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TTED,Cedear Totalenergies  Se.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TTS26,BONO NACION TASA DUAL15/09/26,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TV,Cedear Grupo Televisa Sa Adr,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TVC,Cedear Grupo Televisa Sa Adr,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TVD,Cedear Grupo Televisa Sa Adr,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TVPA,Cupón vinculado al PBI US$ 2035 (Ley Arg),AR$,BCBA,argentina,Bonos/Cupones vinculados al PBI | Bonos/Todos,2026-08-29
TVPE,Cupón vinculado al PBI Euros 2035,AR$,BCBA,argentina,Bonos/Cupones vinculados al PBI | Bonos/Todos,2026-08-29
TVPP,Cupón vinculado al PBI $ 2035 (Ley Arg),AR$,BCBA,argentina,Bonos/Cupones vinculados al PBI | Bonos/Todos,2026-08-29
TVPY,Cupón vinculado al PBI US$ 2035 (Ley NY),AR$,BCBA,argentina,Bonos/Cupones vinculados al PBI | Bonos/Todos,2026-08-29
TVPYD,Valores Negociables Vinc. Pbi Usd V2035,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TWLO,Cedear Twilio Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TWLOC,Cedear Twilio Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TWLOD,Cedear Twilio Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
TX26,Bono Del Tesoro Boncer 2% $ 2026,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TX26D,Bono Del Tesoro Boncer 2% $ 2026,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TX28,Bonos Del Tesoro Boncer 2.25% $ 2028,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TX28D,Bonos Del Tesoro Boncer 2.25% $ 2028,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TX31,"BONO TESORO $ AJ CER 2,50% V.30/11/31",AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TXA7D,Bono Tesoro Nacional Cero Cuponcon Ajuste Por Cer,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TXAR,Ternium Argentina Sa,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
TXARD,Ternium Argentina Sa,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
TXD6D,BONTES $ A DESC AJ CER V15/12/26,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TXD7D,BONTES $ A DESC AJ CER V15/12/27,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TXD9D,BONO TES. NAC. TASA DUAL 14/12/2029,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TXJ0D,BONO TN TASA DUAL CER/TAMAR 28/06/30 $,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TXM7D,BONO TESORO NAC AJ CER V31/03/27 $ CG,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TXM8D,B. TES. NAC. CERO CUPON AJ. CER 31/03/28,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TXM9D,B. TES. NAC. CERO CUPON AJ. CER 28/03/29,US$,BCBA,argentina,Bonos/Todos,2026-08-29
TXMD8,BONO TESORO NACIONAL TASA DUAL CER/TAMAR 15/12/28 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TXMD9,BONO TESORO NACIONAL TASA DUAL CER/TAMAR 14/12/29 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
TXMJ0,BONO TESORO NACIONAL TASA DUAL CER/TAMAR 28/06/30 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
